cf_id,contact_id,company_name,description,goal,pledged,outcome,backers_count,country,currency,launched_date,end_date,category_id,subcategory_id
3055,2155,Gordon PLC,Virtual reciprocal policy,45600,165375,successful,5512,US,USD,2021-08-29,2021-10-30,cat4,subcat4
270,5642,Lee and Sons,Persevering interactive emulation,4900,6031,successful,86,US,USD,2020-05-15,2021-03-10,cat4,subcat4
1219,4222,Acosta PLC,Extended eco-centric function,61600,143910,successful,2768,AU,AUD,2021-05-08,2021-09-24,cat4,subcat4
407,3349,"Horton, Morrison and Clark",Networked radical neural-net,51100,155349,successful,1894,US,USD,2021-06-18,2021-10-25,cat4,subcat4
2440,3647,Thomas and Sons,Re-engineered heuristic forecast,7800,10704,successful,282,CA,CAD,2020-11-04,2021-07-15,cat4,subcat4
2476,5745,Morgan-Jenkins,Fully-configurable background algorithm,2400,773,failed,15,US,USD,2021-09-13,2021-12-03,cat4,subcat4
2743,2090,Ramos-Mitchell,Persevering system-worthy info-mediaries,700,7465,successful,83,US,USD,2020-12-14,2021-04-24,cat4,subcat4
3113,1816,Smith-Jenkins,Vision-oriented methodical application,8000,13656,successful,546,US,USD,2020-10-02,2021-07-25,cat4,subcat4
962,1677,Drake PLC,Profound object-oriented paradigm,164500,150552,failed,2062,US,USD,2020-02-25,2021-04-06,cat4,subcat4
1238,2830,"Dawson, Brady and Gilbert",Front-line optimizing emulation,900,6357,successful,254,US,USD,2020-08-19,2021-01-25,cat4,subcat4
164,4400,Obrien-Aguirre,Devolved uniform complexity,112100,19557,canceled,184,US,USD,2021-02-15,2021-11-12,cat4,subcat4
2062,2062,"Smith, Love and Smith",Grass-roots mission-critical capability,800,13474,successful,337,CA,CAD,2021-03-11,2021-08-18,cat4,subcat4
939,1906,Ross Group,Organized executive solution,6500,1065,canceled,32,IT,EUR,2021-02-02,2021-03-26,cat4,subcat4
390,5479,Turner-Davis,Automated local emulation,600,8038,successful,183,US,USD,2021-02-17,2021-06-09,cat4,subcat4
2851,4320,"Smith, Jackson and Herrera",Enterprise-wide intermediate middleware,192900,68769,failed,1910,CH,CHF,2021-02-07,2021-10-24,cat4,subcat4
1607,4213,Smith-Hess,Grass-roots real-time Local Area Network,6100,3352,failed,38,AU,AUD,2020-04-28,2021-03-10,cat4,subcat4
3201,3373,"Brown, Herring and Bass",Organized client-driven capacity,7200,6785,failed,104,AU,AUD,2020-11-26,2021-03-11,cat4,subcat4
1748,4171,"Ferguson, Collins and Mata",Customizable bi-directional hardware,76100,24234,failed,245,US,USD,2020-06-07,2021-05-24,cat4,subcat4
3114,6010,Townsend Ltd,Grass-roots actuating policy,2800,8014,successful,85,US,USD,2021-01-27,2021-05-15,cat4,subcat4
2547,4617,"Rush, Reed and Hall",Enterprise-wide 3rdgeneration knowledge user,6500,514,failed,7,US,USD,2021-08-12,2021-11-18,cat4,subcat4
1143,4770,Davis Ltd,Grass-roots optimizing projection,118200,87560,failed,803,US,USD,2021-07-17,2021-11-18,cat4,subcat4
2219,4394,Flores PLC,Focused real-time help-desk,6300,12812,successful,121,US,USD,2020-12-09,2021-05-09,cat4,subcat4
854,1794,Martinez LLC,Robust impactful approach,59100,183345,successful,3742,US,USD,2020-12-31,2022-02-06,cat4,subcat4
326,2215,"Lopez, Adams and Johnson",Open-source interactive knowledge user,9500,3220,failed,31,US,USD,2021-07-10,2021-08-03,cat4,subcat4
1359,3723,Summers PLC,Cross-group coherent hierarchy,6600,1269,failed,30,US,USD,2020-07-31,2021-03-22,cat4,subcat4
1373,2951,Hebert Group,Visionary asymmetric Graphical User Interface,117900,196377,successful,5168,US,USD,2021-03-18,2021-03-22,cat4,subcat4
2500,2297,"Harris, Hall and Harris",Inverse analyzing matrices,7100,11648,successful,307,US,USD,2021-04-18,2021-08-28,cat4,subcat4
921,6161,Saunders Group,Programmable systemic implementation,6500,5897,failed,73,US,USD,2020-05-31,2021-01-31,cat4,subcat4
2413,5818,"Patterson, Salinas and Lucas",Digitized 3rdgeneration encoding,2600,1002,failed,33,US,USD,2020-04-10,2021-04-15,cat4,subcat4
1174,2010,"Carlson, Dixon and Jones",Persistent well-modulated synergy,9600,11900,successful,253,US,USD,2020-10-28,2021-05-02,cat4,subcat4
34,5852,Hayden Ltd,Innovative didactic analyzer,94500,116064,successful,1095,US,USD,2020-06-17,2021-07-08,cat4,subcat4
217,4618,Gonzalez-Burton,Decentralized intangible encoding,69800,125042,successful,1690,US,USD,2020-12-20,2021-04-27,cat4,subcat4
1693,2618,"Lewis, Taylor and Rivers",Front-line transitional algorithm,136300,108974,canceled,1297,CA,CAD,2021-02-07,2022-02-10,cat4,subcat4
2847,2080,Gibson-Hernandez,Visionary foreground middleware,47900,31864,failed,328,US,USD,2021-02-17,2021-06-09,cat4,subcat4
3104,2793,Spencer-Weber,Optional zero-defect task-force,9000,4853,failed,147,US,USD,2020-12-05,2021-07-13,cat4,subcat4
2834,3186,Navarro and Sons,Multi-layered bottom-line frame,180800,95958,failed,923,US,USD,2021-05-27,2021-06-01,cat4,subcat4
2514,3460,"Adams, Willis and Sanchez",Expanded hybrid hardware,2800,977,failed,33,CA,CAD,2021-04-25,2021-07-05,cat4,subcat4
702,4345,Mills-Roy,Profit-focused multi-tasking access,33600,137961,successful,1703,US,USD,2020-07-25,2021-04-16,cat4,subcat4
2926,4524,"Glass, Nunez and Mcdonald",Open-source systematic protocol,9300,3431,failed,40,IT,EUR,2021-10-12,2022-01-18,cat4,subcat4
385,3564,Larsen-Chung,Right-sized zero tolerance migration,59700,135132,successful,2875,GB,GBP,2020-12-28,2021-12-26,cat4,subcat4
3007,2396,Anderson and Sons,Quality-focused reciprocal structure,5500,9546,successful,88,US,USD,2021-03-07,2021-05-28,cat4,subcat4
53,5444,"Lucas, Hall and Bonilla",Networked bottom-line initiative,1600,11735,successful,112,AU,AUD,2021-07-24,2021-09-11,cat4,subcat4
2944,2216,"Williams, Perez and Villegas",Robust directional system engine,1800,10658,successful,101,US,USD,2021-01-25,2021-07-21,cat4,subcat4
2963,1241,"Brooks, Jones and Ingram",Triple-buffered explicit methodology,9900,1870,failed,75,US,USD,2021-05-12,2022-01-18,cat4,subcat4
2777,4333,Skinner PLC,Intuitive well-modulated middleware,112300,178965,successful,5966,US,USD,2021-07-01,2021-08-19,cat4,subcat4
3064,5657,"Nolan, Smith and Sanchez",Multi-channeled logistical matrices,189200,128410,failed,2176,US,USD,2021-10-19,2021-10-24,cat4,subcat4
763,5967,Brown-Parker,Down-sized coherent toolset,22500,164291,successful,2106,US,USD,2021-01-23,2021-06-25,cat4,subcat4
2338,6105,"Klein, Stark and Livingston",Phased methodical initiative,49700,5098,failed,127,US,USD,2021-01-17,2021-12-09,cat4,subcat4
1779,1891,"Reilly, Aguirre and Johnson",Realigned clear-thinking migration,7200,2912,failed,44,GB,GBP,2020-07-18,2021-01-31,cat4,subcat4
2291,1281,"Davidson, Wilcox and Lewis",Optional clear-thinking process improvement,2500,4008,successful,84,US,USD,2020-12-26,2021-04-04,cat4,subcat4
3192,4186,"Michael, Anderson and Vincent",Cross-group global moratorium,5300,9749,successful,155,US,USD,2020-12-08,2021-09-05,cat4,subcat4
1625,2177,Gardner Group,Progressive 5thgeneration customer loyalty,135500,103554,failed,1068,US,USD,2021-06-20,2021-11-12,cat4,subcat4
834,4701,Knox-Garner,Automated systemic hierarchy,83000,101352,successful,1152,US,USD,2021-01-19,2021-08-26,cat4,subcat4
1670,1304,Taylor PLC,Enhanced incremental budgetary management,7100,9238,successful,220,US,USD,2020-05-21,2021-02-20,cat4,subcat4
109,1394,Smith-Schmidt,Inverse radical hierarchy,900,13772,successful,299,US,USD,2021-02-05,2021-08-08,cat4,subcat4
1285,5512,Leonard-Mcclain,Virtual foreground throughput,195800,168820,failed,3015,CA,CAD,2021-04-16,2021-08-22,cat4,subcat4
500,2453,Bailey-Boyer,Visionary exuding Internet solution,48900,154321,successful,2237,US,USD,2021-04-07,2021-12-19,cat4,subcat4
2835,6055,Lee LLC,Synchronized secondary analyzer,29600,26527,failed,435,US,USD,2021-03-26,2021-08-24,cat4,subcat4
2445,3707,Herrera-Wilson,Organized bandwidth-monitored core,3400,12100,successful,484,DK,DKK,2021-05-03,2021-08-29,cat4,subcat4
254,4257,"Beck, Thompson and Martinez",Down-sized maximized function,7800,8161,successful,82,US,USD,2021-03-21,2021-06-06,cat4,subcat4
1339,2779,Anderson-Pham,Intuitive needs-based monitoring,113500,12552,failed,418,US,USD,2021-02-01,2021-10-08,cat4,subcat4
2035,6229,"Bradshaw, Smith and Ryan",Upgradable 24/7 emulation,1700,943,failed,15,US,USD,2021-05-09,2021-06-26,cat4,subcat4
691,4734,"Blair, Reyes and Woods",Cross-platform interactive synergy,5000,6423,successful,94,US,USD,2021-08-08,2021-09-01,cat4,subcat4
206,1441,"Brown, Davies and Pacheco",Reverse-engineered regional knowledge user,8700,11075,successful,205,US,USD,2020-09-27,2021-03-15,cat4,subcat4
1026,3224,Edwards-Kane,Virtual leadingedge framework,1800,10313,successful,219,US,USD,2020-11-08,2021-11-13,cat4,subcat4
2523,3181,"Hicks, Wall and Webb",Managed discrete framework,174500,197018,successful,2526,US,USD,2020-04-08,2021-04-15,cat4,subcat4
539,6081,Cochran Ltd,Re-engineered attitude-oriented frame,8100,5487,failed,84,US,USD,2021-04-17,2021-11-03,cat4,subcat4
687,2159,Rosales LLC,Compatible multimedia utilization,5100,9817,successful,94,US,USD,2020-11-07,2021-09-06,cat4,subcat4
2302,3324,Harper-Bryan,Re-contextualized dedicated hardware,7700,6369,failed,91,US,USD,2020-04-09,2021-03-11,cat4,subcat4
3123,5874,Floyd-Sims,Cloned transitional hierarchy,5400,903,canceled,10,CA,CAD,2020-07-04,2021-02-11,cat4,subcat4
2576,5110,"Spence, Jackson and Kelly",Advanced discrete leverage,152400,178120,successful,1713,IT,EUR,2020-08-26,2021-08-19,cat4,subcat4
290,4398,"Mathis, Hall and Hansen",Streamlined web-enabled knowledgebase,8300,14827,successful,247,US,USD,2021-03-29,2022-01-21,cat4,subcat4
3203,2892,"Calderon, Bradford and Dean",Devolved system-worthy framework,5400,10731,successful,143,IT,EUR,2021-03-17,2021-08-26,cat4,subcat4
2113,2777,Clark-Bowman,Stand-alone user-facing service-desk,9300,3232,canceled,90,US,USD,2020-11-15,2021-02-14,cat4,subcat4
348,5144,Anderson-Pearson,Intuitive demand-driven Local Area Network,2100,10739,successful,170,US,USD,2020-09-11,2021-03-12,cat4,subcat4
3157,5661,"Villanueva, Wright and Richardson",Profit-focused global product,116500,137904,successful,3727,US,USD,2020-10-14,2021-10-06,cat4,subcat4
1729,3710,"Sheppard, Smith and Spence",Cloned asymmetric functionalities,5000,1332,failed,46,US,USD,2021-05-20,2021-10-03,cat4,subcat4
2964,4925,"Wise, Thompson and Allen",Pre-emptive neutral portal,33800,118706,successful,2120,US,USD,2021-01-16,2021-08-08,cat4,subcat4
790,5264,"Rich, Alvarez and King",Business-focused static ability,2400,4119,successful,50,US,USD,2021-02-26,2021-08-10,cat4,subcat4
2279,6205,Gomez LLC,Pre-emptive mission-critical hardware,71200,95020,successful,2436,US,USD,2020-09-21,2021-02-26,cat4,subcat4
2776,1487,Hughes Inc,Streamlined neutral analyzer,4000,1620,failed,16,US,USD,2021-01-17,2021-01-30,cat4,subcat4
84,3779,Mcclure LLC,Sharable discrete budgetary management,196600,159931,failed,1538,US,USD,2021-06-12,2021-12-02,cat4,subcat4
2790,4129,Rice-Parker,Down-sized actuating infrastructure,91400,48236,failed,554,US,USD,2020-06-03,2021-05-15,cat4,subcat4
2981,2069,Richards-Davis,Quality-focused mission-critical structure,90600,27844,failed,648,GB,GBP,2020-06-17,2021-05-22,cat4,subcat4
3172,3903,Smith-Wallace,Monitored 24/7 time-frame,110300,197024,successful,2346,US,USD,2021-02-13,2021-09-15,cat4,subcat4
32,4083,"Cordova, Shaw and Wang",Virtual secondary open architecture,5300,11663,successful,115,US,USD,2021-01-13,2021-08-26,cat4,subcat4
2758,5690,"Bell, Edwards and Andersen",Centralized clear-thinking solution,3200,13264,successful,195,DK,DKK,2020-10-30,2021-11-15,cat4,subcat4
1823,3697,Valdez Ltd,Team-oriented clear-thinking matrix,100,0,failed,0,US,USD,2020-06-17,2021-06-26,cat4,subcat4
277,3666,"Robles, Bell and Gonzalez",Customizable background monitoring,18000,166874,successful,2528,US,USD,2021-08-10,2021-08-16,cat4,subcat4
2582,1834,Roberts Group,Up-sized radical pricing structure,172700,193820,successful,3657,US,USD,2021-01-06,2022-01-04,cat4,subcat4
595,5853,White LLC,Robust zero-defect project,168500,119510,failed,1258,US,USD,2021-01-01,2022-01-22,cat4,subcat4
2551,4148,Smith-Mullins,User-centric intangible neural-net,147800,35498,failed,362,US,USD,2020-12-22,2021-12-21,cat4,subcat4
2973,5707,Cox LLC,Phased 24hour flexibility,8600,4797,failed,133,CA,CAD,2020-10-27,2021-06-27,cat4,subcat4
944,1652,"Frederick, Jenkins and Collins",Organic radical collaboration,800,3406,successful,32,US,USD,2020-08-13,2021-05-22,cat4,subcat4
353,3733,Johnson-Contreras,Diverse scalable superstructure,96700,81136,failed,1979,US,USD,2020-06-15,2021-05-29,cat4,subcat4
930,3909,Smith-Sparks,Digitized bandwidth-monitored open architecture,8300,12944,successful,147,US,USD,2021-09-20,2021-09-27,cat4,subcat4
911,2960,Cordova-Torres,Pre-emptive grid-enabled contingency,1600,8046,successful,126,CA,CAD,2021-01-25,2021-02-05,cat4,subcat4
1085,3481,Garrison LLC,Profit-focused 24/7 data-warehouse,2600,12533,successful,202,IT,EUR,2021-01-28,2022-01-02,cat4,subcat4
1265,4838,Deleon and Sons,Organized value-added access,184800,164109,failed,2690,US,USD,2021-01-11,2021-12-28,cat4,subcat4
2648,3469,"Benjamin, Paul and Ferguson",Cloned global Graphical User Interface,4200,6870,successful,88,US,USD,2020-12-17,2021-08-09,cat4,subcat4
1944,1792,York-Pitts,Monitored discrete toolset,66100,179074,successful,2985,US,USD,2021-10-19,2022-02-23,cat4,subcat4
2446,4491,"Mercer, Solomon and Singleton",Distributed human-resource policy,9000,8866,failed,92,US,USD,2020-12-04,2021-05-27,cat4,subcat4
2987,2577,Ho Ltd,Enhanced client-driven capacity,5800,7966,successful,126,US,USD,2020-08-03,2021-03-30,cat4,subcat4
417,3216,"Brown, Estrada and Jensen",Exclusive systematic productivity,105300,106321,successful,1022,US,USD,2020-09-19,2021-05-22,cat4,subcat4
1427,3867,Fowler-Smith,Down-sized logistical adapter,3000,11091,successful,198,CH,CHF,2021-03-03,2021-11-19,cat4,subcat4
1714,5260,Hernandez-Macdonald,Organic high-level implementation,168700,141393,failed,1790,US,USD,2020-04-27,2021-05-18,cat4,subcat4
1354,2350,Joseph LLC,Decentralized logistical collaboration,94900,194166,successful,3596,US,USD,2021-01-20,2021-05-11,cat4,subcat4
752,3934,Hardin-Foley,Synergized zero tolerance help-desk,72400,134688,successful,5180,US,USD,2020-06-21,2021-05-21,cat4,subcat4
1172,3123,Fuentes LLC,Universal zero-defect concept,83300,52421,failed,558,US,USD,2021-04-09,2021-11-29,cat4,subcat4
2579,3870,Moran and Sons,Object-based bottom-line superstructure,9700,6298,failed,64,US,USD,2021-05-10,2021-06-30,cat4,subcat4
2239,2326,Perez PLC,Seamless 6thgeneration extranet,43800,149578,successful,3116,US,USD,2020-06-28,2021-06-05,cat4,subcat4
251,4747,Weber Inc,Up-sized discrete firmware,157600,124517,failed,1368,GB,GBP,2021-01-13,2021-11-02,cat4,subcat4
2447,1952,Brown Inc,Object-based bandwidth-monitored concept,156800,20243,failed,253,US,USD,2021-09-19,2021-12-04,cat4,subcat4
367,5529,Mcbride PLC,Upgradable leadingedge Local Area Network,157300,11167,failed,157,US,USD,2020-10-18,2021-02-25,cat4,subcat4
1803,1316,Harris-Jennings,Customizable intermediate data-warehouse,70300,146595,successful,1629,US,USD,2021-05-01,2021-09-16,cat4,subcat4
2603,4909,"Todd, Freeman and Henry",Diverse systematic projection,73800,148779,successful,2188,US,USD,2020-10-17,2021-06-01,cat4,subcat4
3139,5497,Brown Ltd,Quality-focused system-worthy support,71100,91176,successful,1140,US,USD,2020-11-08,2021-05-21,cat4,subcat4
480,5711,"Christian, Yates and Greer",Vision-oriented 5thgeneration array,5300,6342,successful,102,US,USD,2021-02-16,2021-11-04,cat4,subcat4
1205,4076,"Cole, Hernandez and Rodriguez",Cross-platform logistical circuit,88700,151438,successful,2857,US,USD,2021-03-27,2021-10-01,cat4,subcat4
1875,3069,"Hughes, Mendez and Patterson",Stand-alone multi-state data-warehouse,42800,179356,successful,6406,US,USD,2021-09-30,2022-02-01,cat4,subcat4
3040,2601,"Brady, Cortez and Rodriguez",Multi-lateral maximized core,8200,1136,canceled,15,US,USD,2021-03-05,2021-07-02,cat4,subcat4
114,3164,"Santos, Williams and Brown",Reverse-engineered 24/7 methodology,1100,1914,successful,26,CA,CAD,2020-08-21,2021-08-03,cat4,subcat4
260,3897,Barnett and Sons,Business-focused dynamic info-mediaries,26500,41205,successful,723,US,USD,2021-04-06,2021-12-17,cat4,subcat4
1810,5663,Petersen-Rodriguez,Digitized clear-thinking installation,8500,14488,successful,170,IT,EUR,2021-06-28,2021-11-20,cat4,subcat4
1148,5900,King LLC,Multi-channeled local intranet,1400,3496,successful,55,US,USD,2021-01-18,2021-12-31,cat4,subcat4
1586,5436,Case LLC,Ameliorated foreground methodology,195900,55757,failed,648,US,USD,2020-02-28,2021-03-01,cat4,subcat4
1687,4676,"Dean, Fox and Phillips",Extended context-sensitive forecast,25600,158669,successful,2144,US,USD,2021-12-03,2021-12-31,cat4,subcat4
2240,4349,"Smith, Scott and Rodriguez",Organic actuating protocol,94300,150806,successful,2693,GB,GBP,2020-04-24,2021-02-24,cat4,subcat4
331,2552,Martinez Inc,Organic upward-trending Graphical User Interface,7500,5803,failed,62,US,USD,2020-07-05,2021-06-08,cat4,subcat4
1330,4847,"Tucker, Mccoy and Marquez",Synergistic tertiary budgetary management,6400,13205,successful,189,US,USD,2020-11-03,2021-06-03,cat4,subcat4
2940,1908,"Jackson, Martinez and Ray",Multi-tiered executive toolset,85900,55476,failed,750,US,USD,2021-04-05,2022-01-19,cat4,subcat4
2047,5801,Patterson-Johnson,Grass-roots directional workforce,9500,5973,canceled,87,US,USD,2021-08-30,2021-12-01,cat4,subcat4
536,1935,Carlson-Hernandez,Quality-focused real-time solution,59200,183756,successful,3063,US,USD,2021-08-21,2022-01-26,cat4,subcat4
238,2609,Parker PLC,Reduced interactive matrix,72100,30902,live,278,US,USD,2021-01-05,2021-07-21,cat4,subcat4
546,6179,Williams-Ramirez,Open-architected 24/7 throughput,8500,6750,failed,65,US,USD,2021-01-14,2021-11-04,cat4,subcat4
221,2917,Weaver Ltd,Monitored 24/7 approach,81600,9318,failed,94,US,USD,2020-04-12,2021-01-14,cat4,subcat4
2938,3735,"Richardson, Woodward and Hansen",Pre-emptive context-sensitive support,119800,19769,failed,257,US,USD,2020-11-08,2021-07-24,cat4,subcat4
785,3838,"Hunt, Barker and Baker",Business-focused leadingedge instruction set,9400,11277,successful,194,CH,CHF,2021-05-08,2021-09-15,cat4,subcat4
876,2480,Harris Inc,Future-proofed modular groupware,14900,32986,successful,375,US,USD,2020-06-05,2021-04-22,cat4,subcat4
932,3431,Peters-Nelson,Distributed real-time algorithm,169400,81984,failed,2928,CA,CAD,2021-03-15,2021-10-01,cat4,subcat4
2415,5188,Yang and Sons,Reactive 6thgeneration hub,121700,59003,failed,602,CH,CHF,2021-04-29,2021-11-21,cat4,subcat4
117,1631,Jensen-Brown,Fundamental disintermediate matrix,9100,7438,failed,77,US,USD,2021-04-01,2021-04-11,cat4,subcat4
1244,4568,Murphy-Farrell,Implemented exuding software,9100,8906,failed,131,US,USD,2021-01-23,2021-04-17,cat4,subcat4
564,1830,Everett-Wolfe,Total optimizing software,10000,7724,failed,87,US,USD,2020-12-09,2021-06-14,cat4,subcat4
1255,3713,"York, Barr and Grant",Cloned bottom-line success,3100,1985,canceled,25,US,USD,2020-12-21,2021-02-24,cat4,subcat4
578,5141,Brown and Sons,Programmable leadingedge budgetary management,27500,5593,failed,76,US,USD,2021-06-08,2022-01-03,cat4,subcat4
418,3522,"Payne, Garrett and Thomas",Upgradable bi-directional concept,48800,175020,successful,1621,IT,EUR,2020-12-21,2021-12-15,cat4,subcat4
1918,4721,Robinson-Kelly,Monitored bi-directional standardization,97600,119127,successful,1073,US,USD,2020-08-29,2021-06-14,cat4,subcat4
2837,3768,Kelly-Colon,Stand-alone grid-enabled leverage,197900,110689,failed,4428,AU,AUD,2021-09-18,2021-11-30,cat4,subcat4
426,1495,Kelly PLC,Decentralized context-sensitive superstructure,184100,159037,failed,1657,US,USD,2021-03-11,2021-07-05,cat4,subcat4
2206,2462,Nguyen and Sons,Compatible 5thgeneration concept,5400,8109,successful,103,US,USD,2020-09-13,2021-02-12,cat4,subcat4
2032,2280,Jones PLC,Virtual systemic intranet,2300,8244,successful,147,US,USD,2021-01-30,2021-04-09,cat4,subcat4
865,6108,Lee-Cobb,Customizable homogeneous firmware,140000,94501,failed,926,CA,CAD,2021-04-14,2022-01-07,cat4,subcat4
31,2881,"Martin, Gates and Holt",Distributed holistic neural-net,1500,13980,successful,269,US,USD,2021-01-11,2021-04-21,cat4,subcat4
1494,3801,Bradford-Silva,Reverse-engineered composite hierarchy,180400,115396,failed,1748,US,USD,2020-10-09,2021-06-26,cat4,subcat4
2570,4474,Mora-Bradley,Programmable tangible ability,9100,7656,failed,79,US,USD,2021-01-09,2021-08-01,cat4,subcat4
314,5796,"Lopez, Reid and Johnson",Total real-time hardware,164100,96888,failed,889,US,USD,2021-03-22,2021-09-20,cat4,subcat4
1769,5201,Mcclain LLC,Open-source multi-tasking methodology,52000,91014,successful,820,US,USD,2021-01-17,2021-09-09,cat4,subcat4
1651,5946,Ortega LLC,Secured bifurcated intranet,1700,12020,successful,137,CH,CHF,2021-04-12,2021-09-07,cat4,subcat4
452,4508,"Silva, Walker and Martin",Grass-roots 4thgeneration product,9800,13954,successful,186,IT,EUR,2022-01-15,2022-01-20,cat4,subcat4
1808,5096,"Huynh, Gallegos and Mills",Reduced next generation info-mediaries,4300,6358,successful,125,US,USD,2021-04-14,2021-10-08,cat4,subcat4
2288,5443,Anderson LLC,Customizable full-range artificial intelligence,6200,1260,failed,14,IT,EUR,2020-05-20,2021-06-23,cat4,subcat4
1855,2165,Garza-Bryant,Programmable leadingedge contingency,800,14725,successful,202,US,USD,2021-07-16,2021-11-19,cat4,subcat4
2852,2190,"Tapia, Kramer and Hicks",Advanced modular moderator,2000,10353,successful,157,US,USD,2021-04-29,2021-08-15,cat4,subcat4
2529,6191,"Valenzuela, Davidson and Castro",Multi-layered upward-trending conglomeration,8700,3227,canceled,38,DK,DKK,2021-04-14,2021-07-10,cat4,subcat4
2280,2003,Beck-Knight,Exclusive fresh-thinking model,4900,13250,successful,144,AU,AUD,2020-11-16,2021-09-14,cat4,subcat4
3150,5881,Mccoy Ltd,Business-focused encompassing intranet,8400,11261,successful,121,GB,GBP,2020-10-22,2021-10-11,cat4,subcat4
3081,2157,Johns-Thomas,Realigned web-enabled functionalities,54300,48227,canceled,524,US,USD,2020-11-25,2021-04-07,cat4,subcat4
2560,2444,Stewart Inc,Versatile mission-critical knowledgebase,4200,735,failed,10,US,USD,2021-01-24,2021-04-13,cat4,subcat4
2764,5995,Stone PLC,Exclusive 5thgeneration leverage,4200,13404,successful,536,US,USD,2021-07-13,2021-09-17,cat4,subcat4
2762,6028,Garcia Group,Extended zero administration software,74700,1557,failed,15,US,USD,2021-03-23,2021-06-16,cat4,subcat4
220,4033,"Nelson, Smith and Graham",Phased system-worthy conglomeration,5300,1592,failed,16,US,USD,2020-01-15,2021-02-03,cat4,subcat4
285,1261,Garcia Ltd,Balanced mobile alliance,1200,14150,successful,130,US,USD,2020-07-12,2021-07-10,cat4,subcat4
2244,2122,Clark-Conrad,Exclusive bandwidth-monitored orchestration,3900,504,failed,17,US,USD,2021-07-27,2021-09-17,cat4,subcat4
2357,4506,Fitzgerald Group,Intuitive exuding initiative,2000,14240,successful,140,US,USD,2020-10-12,2021-11-30,cat4,subcat4
2197,1375,Greer and Sons,Secured clear-thinking intranet,4900,11214,successful,280,US,USD,2021-02-25,2021-04-28,cat4,subcat4
1496,1478,Lowery Group,Sharable motivating emulation,5800,5362,canceled,114,US,USD,2020-12-24,2021-08-29,cat4,subcat4
501,1889,"Perez, Reed and Lee",Advanced dedicated encoding,70400,118603,successful,3205,US,USD,2020-09-01,2021-07-09,cat4,subcat4
632,5912,"Chen, Pollard and Clarke",Stand-alone multi-state project,4500,7496,successful,288,DK,DKK,2021-03-17,2021-08-10,cat4,subcat4
1253,2537,"Serrano, Gallagher and Griffith",Customizable bi-directional monitoring,1300,10037,successful,148,US,USD,2021-01-23,2021-11-08,cat4,subcat4
2607,5238,Rowland PLC,Inverse client-driven product,5600,6338,successful,235,US,USD,2020-07-22,2021-07-15,cat4,subcat4
2678,3558,Ramirez-Calderon,Fundamental zero tolerance alliance,4800,11088,successful,150,US,USD,2020-10-01,2021-08-11,cat4,subcat4
627,2842,Mathis-Rodriguez,User-centric attitude-oriented intranet,4300,11642,successful,216,IT,EUR,2021-02-17,2021-06-02,cat4,subcat4
2242,5318,"Smith, Mack and Williams",Self-enabling 5thgeneration paradigm,5600,2769,canceled,26,US,USD,2020-07-04,2021-02-14,cat4,subcat4
1210,4998,"Meza, Kirby and Patel",Cross-platform empowering project,53100,101185,successful,2353,US,USD,2021-04-12,2021-04-21,cat4,subcat4
1349,3244,Taylor-Rowe,Synchronized multimedia frame,110800,72623,failed,2201,US,USD,2021-06-08,2021-11-23,cat4,subcat4
1582,4643,Henderson Ltd,Open-architected stable algorithm,93800,45987,failed,676,US,USD,2020-11-30,2021-05-07,cat4,subcat4
23,3790,Webb Group,Public-key actuating projection,108700,87293,failed,831,US,USD,2020-12-18,2021-03-14,cat4,subcat4
2134,5686,Thomas Ltd,Cross-group interactive architecture,8700,4414,canceled,56,CH,CHF,2021-11-15,2021-12-26,cat4,subcat4
120,3339,Kennedy-Miller,Cross-platform composite migration,9000,3351,failed,45,US,USD,2020-03-08,2021-03-25,cat4,subcat4
265,5585,White-Obrien,Operative local pricing structure,185900,56774,canceled,1113,US,USD,2021-11-26,2021-12-31,cat4,subcat4
127,1941,"Jordan, Schneider and Hall",Reduced 6thgeneration intranet,2000,680,failed,7,US,USD,2021-08-12,2021-10-04,cat4,subcat4
2454,4620,Small-Fuentes,Seamless maximized product,3400,6408,successful,121,US,USD,2020-04-11,2021-01-28,cat4,subcat4
662,4630,Reid-Day,Devolved tertiary time-frame,84500,73522,failed,1225,GB,GBP,2021-07-13,2021-08-29,cat4,subcat4
2779,5122,"Perez, Brown and Meyers",Stand-alone background customer loyalty,6100,6527,successful,233,US,USD,2020-07-17,2021-07-12,cat4,subcat4
906,6033,Walker-Taylor,Automated uniform concept,700,1848,successful,43,US,USD,2021-05-25,2021-09-11,cat4,subcat4
1073,1873,Ball-Fisher,Multi-layered intangible instruction set,6400,12360,successful,221,US,USD,2020-08-19,2021-01-28,cat4,subcat4
108,4158,"Jones, Casey and Jones",Ergonomic mission-critical moratorium,2300,14150,successful,133,US,USD,2020-12-06,2021-02-27,cat4,subcat4
2060,4391,Martinez LLC,Automated local secured line,700,7664,successful,69,US,USD,2021-11-10,2022-01-12,cat4,subcat4
1171,5786,Miller-Hubbard,Digitized 6thgeneration Local Area Network,2800,12797,successful,194,US,USD,2021-01-30,2021-09-14,cat4,subcat4
1097,4530,"Munoz, Cherry and Bell",Cross-platform reciprocal budgetary management,7100,4899,failed,70,US,USD,2021-02-12,2021-06-29,cat4,subcat4
